county,state,cases,deaths,2020 population
Sawyer,Wisconsin,1241,11.0,18107
Shawano,Wisconsin,4579,67.0,40838
Sheboygan,Wisconsin,11827,96.0,117937
St. Croix,Wisconsin,6547,28.0,93797
Taylor,Wisconsin,1776,19.0,19897
Trempealeau,Wisconsin,3052,30.0,30776
Vernon,Wisconsin,1580,30.0,30693
Vilas,Wisconsin,1669,23.0,23076
Walworth,Wisconsin,9438,102.0,106499
Washburn,Wisconsin,1095,14.0,16597
Washington,Wisconsin,13185,102.0,136732
Waukesha,Wisconsin,37252,370.0,407148
Waupaca,Wisconsin,4782,135.0,51713
Waushara,Wisconsin,2067,18.0,24511
Winnebago,Wisconsin,17021,165.0,171646
Wood,Wisconsin,6022,58.0,74091
Albany,Wyoming,3469,9.0,37079
Big Horn,Wyoming,788,21.0,11467
Campbell,Wyoming,4185,31.0,47116
Carbon,Wyoming,946,15.0,14499
Converse,Wyoming,803,11.0,13724
Crook,Wyoming,388,7.0,7178
Fremont,Wyoming,3968,64.0,39177
Goshen,Wyoming,1010,17.0,12503
Hot Springs,Wyoming,231,1.0,4622
Johnson,Wyoming,518,6.0,8459
Laramie,Wyoming,7045,62.0,100690
Lincoln,Wyoming,920,11.0,19674
Natrona,Wyoming,6479,92.0,80229
Niobrara,Wyoming,140,2.0,2439
Park,Wyoming,2021,10.0,29656
Platte,Wyoming,440,8.0,8623
Sheridan,Wyoming,2543,17.0,30996
Sublette,Wyoming,597,6.0,8723
Sweetwater,Wyoming,2966,16.0,42158
Teton,Wyoming,2138,4.0,23347
Uinta,Wyoming,1558,7.0,20441
Washakie,Wyoming,780,19.0,7658
Weston,Wyoming,476,2.0,6809
