county,state,cases,deaths,2020 population,2019 raw GDP,percent change 2020
Marion,Georgia,312,10.0,7520.0,101177,-4.5
McDuffie,Georgia,1356,26.0,21587.0,596053,2.5
McIntosh,Georgia,507,10.0,10982.0,229273,-5.4
Meriwether,Georgia,1101,20.0,20619.0,529702,-1.9
Miller,Georgia,552,3.0,5987.0,184504,6.2
Mitchell,Georgia,1373,52.0,21677.0,715053,3.9
Monroe,Georgia,1604,64.0,28046.0,1446063,-23.8
Montgomery,Georgia,619,10.0,8577.0,145873,-2.4
Morgan,Georgia,1159,10.0,20174.0,810863,-3.3
Murray,Georgia,2999,42.0,39938.0,1156410,1
Muscogee,Georgia,9766,209.0,206960.0,9493232,-1.4
Newton,Georgia,5889,127.0,112780.0,2738094,-2.2
Oconee,Georgia,2320,42.0,42021.0,1468909,-4.2
Oglethorpe,Georgia,881,14.0,14865.0,304455,-10.4
Paulding,Georgia,8553,111.0,169660.0,2786800,1.1
Peach,Georgia,1528,33.0,28035.0,828988,-0.4
Pickens,Georgia,1847,20.0,33333.0,935180,-5.5
Pierce,Georgia,1666,33.0,19722.0,369452,2.5
Pike,Georgia,1316,21.0,18935.0,308537,0.7
Polk,Georgia,3448,46.0,42925.0,1134358,-8.6
Pulaski,Georgia,598,30.0,9863.0,275877,-4.1
Putnam,Georgia,1366,31.0,22140.0,501792,-1.5
Quitman,Georgia,100,1.0,2224.0,34348,-1.2
Rabun,Georgia,1134,17.0,16894.0,513912,0.2
Randolph,Georgia,425,31.0,6377.0,160868,1
Richmond,Georgia,14739,253.0,206328.0,11020630,-2.7
Rockdale,Georgia,4007,81.0,93614.0,3501839,0.3
Schley,Georgia,234,2.0,4538.0,103602,-3
Screven,Georgia,588,15.0,14060.0,286099,-4.5
Seminole,Georgia,685,12.0,9138.0,273878,-3.5
Spalding,Georgia,3709,98.0,67413.0,1892917,-2.4
Stephens,Georgia,2249,50.0,26800.0,846678,-1.9
Stewart,Georgia,684,17.0,5295.0,123197,-0.8
Sumter,Georgia,1719,74.0,29553.0,975824,-2.6
Talbot,Georgia,293,9.0,5731.0,121887,-21.7
Taliaferro,Georgia,54,0.0,1557.0,30791,-13.6
Tattnall,Georgia,1492,36.0,22852.0,571927,-0.7
Taylor,Georgia,537,14.0,7814.0,196947,-6.3
Telfair,Georgia,797,39.0,12461.0,262524,-6.1
Terrell,Georgia,571,35.0,9153.0,198468,-1.7
Thomas,Georgia,2813,85.0,45766.0,1931847,-3.5
Tift,Georgia,3577,81.0,41348.0,1727482,0.5
Toombs,Georgia,2333,70.0,27052.0,855369,1.2
Towns,Georgia,805,37.0,12539.0,341877,-6
Treutlen,Georgia,503,15.0,6390.0,91749,2.2
Troup,Georgia,5013,128.0,69388.0,3268726,-3.7
Turner,Georgia,660,25.0,8971.0,199373,-3.1
Twiggs,Georgia,414,19.0,7986.0,253458,-2.2
Union,Georgia,1432,42.0,24766.0,699329,3.6
Unknown,Georgia,3623,6.0,,,
Upson,Georgia,2200,82.0,27712.0,640543,-3
Walker,Georgia,4134,59.0,67711.0,1319659,-1.9
Walton,Georgia,5618,91.0,97135.0,2399415,-1.3
Ware,Georgia,3293,83.0,36218.0,1276616,-4.6
Warren,Georgia,286,9.0,5205.0,145322,-2.4
Washington,Georgia,1441,46.0,19927.0,,
Wayne,Georgia,2112,49.0,30155.0,,
Webster,Georgia,87,2.0,2350.0,,
Wheeler,Georgia,479,19.0,7430.0,,
White,Georgia,2134,37.0,28090.0,,
Whitfield,Georgia,11815,126.0,102727.0,,
Wilcox,Georgia,591,35.0,8731.0,,
Wilkes,Georgia,635,10.0,9556.0,,
Wilkinson,Georgia,624,18.0,8844.0,,
Worth,Georgia,1133,40.0,20719.0,,
Unknown,Guam,8286,123.0,,,
Hawaii,Hawaii,1908,45.0,200746.0,,
Honolulu,Hawaii,18034,223.0,1013227.0,58428763,-9.2
Kalawao,Hawaii,1,0.0,82.0,,
Kauai,Hawaii,146,1.0,73201.0,3711519,-16.9
Maui,Hawaii,1370,17.0,164655.0,,
Ada,Idaho,38417,355.0,497984.0,25857055,0.1
Adams,Idaho,261,3.0,4424.0,110181,4.3
Bannock,Idaho,6443,63.0,87177.0,2600103,-1.3
Bear Lake,Idaho,274,2.0,6370.0,169728,0.8
Benewah,Idaho,433,4.0,9576.0,303634,0.9
Bingham,Idaho,3649,46.0,48068.0,1295594,3.9
Blaine,Idaho,1562,13.0,24327.0,1380089,-3.1
Boise,Idaho,245,2.0,7647.0,198825,-20.7
Bonner,Idaho,1968,14.0,47390.0,1410850,0.7
Bonneville,Idaho,10383,117.0,124626.0,5635262,-3.1
Boundary,Idaho,569,7.0,12113.0,344005,0.1
Butte,Idaho,162,0.0,2577.0,1123308,4.2
Camas,Idaho,56,0.0,1089.0,72255,-1.5
Canyon,Idaho,20605,219.0,232714.0,5912054,1.5
Caribou,Idaho,534,10.0,7015.0,612982,4
Cassia,Idaho,2537,20.0,24699.0,1569602,-4.7
Clark,Idaho,53,0.0,792.0,46172,2.5
Clearwater,Idaho,828,6.0,8750.0,303451,3.1
Custer,Idaho,203,2.0,4266.0,180857,3
Elmore,Idaho,1368,9.0,28668.0,1228782,-1.7
Franklin,Idaho,928,8.0,14269.0,352706,4.3
Fremont,Idaho,871,14.0,13404.0,,
Gem,Idaho,1417,21.0,19258.0,365553,0.8
Gooding,Idaho,1147,17.0,15643.0,1351518,-3.4
Idaho,Idaho,1049,15.0,16561.0,,
Jefferson,Idaho,2067,15.0,31055.0,811428,3.3
Jerome,Idaho,2217,16.0,24222.0,1274950,-2.4
Kootenai,Idaho,12656,116.0,172646.0,5844703,-1.6
Latah,Idaho,2154,6.0,39611.0,1237817,-3.2
Lemhi,Idaho,462,9.0,7948.0,240073,-1.1
Lewis,Idaho,342,5.0,3531.0,144513,1.8
Lincoln,Idaho,434,9.0,5133.0,296091,-5.4
Madison,Idaho,5248,18.0,52876.0,1169812,0.3
Minidoka,Idaho,2062,23.0,21674.0,814936,4.8
Nez Perce,Idaho,3027,45.0,42088.0,1914836,-1
Oneida,Idaho,250,2.0,4554.0,121339,4.6
Owyhee,Idaho,887,20.0,11978.0,441082,-2.4
Payette,Idaho,2064,24.0,25589.0,774387,-0.3
Power,Idaho,555,4.0,7879.0,389593,10.4
Shoshone,Idaho,840,26.0,13189.0,467959,13.5
Teton,Idaho,723,2.0,11731.0,317764,1.9
Twin Falls,Idaho,7946,114.0,90279.0,3497144,-3.3
Valley,Idaho,496,3.0,11838.0,455056,-3.7
Washington,Idaho,996,14.0,10544.0,,
Adams,Illinois,6582,82.0,65530.0,3173733,-5.3
Alexander,Illinois,341,7.0,5168.0,156449,-5.5
Bond,Illinois,1554,16.0,16663.0,510704,-1
Boone,Illinois,5070,72.0,53326.0,1759786,-8.6
Brown,Illinois,451,11.0,6217.0,457117,-0.2
Bureau,Illinois,2813,72.0,33118.0,1201571,-5.2
Calhoun,Illinois,381,4.0,4411.0,81792,-0.4
Carroll,Illinois,1333,31.0,15664.0,519904,8.4
Cass,Illinois,1586,29.0,12956.0,589132,0.7
Champaign,Illinois,13839,88.0,205469.0,9993932,-2.3
Christian,Illinois,2600,66.0,33900.0,1413720,-10.5
Clark,Illinois,1212,24.0,15407.0,537641,-2.3
Clay,Illinois,1198,36.0,13267.0,507609,3.7
Clinton,Illinois,4485,80.0,36896.0,974741,-2
Coles,Illinois,4294,71.0,46737.0,2250246,-4
Cook,Illinois,393652,8285.0,5262741.0,367998188,-6.4
Crawford,Illinois,1578,31.0,18639.0,1875534,-2.8
Cumberland,Illinois,937,25.0,10428.0,1214288,-23.8
De Witt,Illinois,915,25.0,15441.0,1097382,8.2
DeKalb,Illinois,6768,81.0,100233.0,3780287,0.6
Douglas,Illinois,1854,28.0,19742.0,1010730,-2.4
DuPage,Illinois,61805,1030.0,931153.0,87021506,-5.8
Edgar,Illinois,1344,42.0,16755.0,705742,3.2
Edwards,Illinois,397,6.0,6205.0,267348,-4.5
Effingham,Illinois,3860,57.0,34614.0,1929701,-2.1
Fayette,Illinois,2664,49.0,21460.0,511057,-2.7
Ford,Illinois,1227,43.0,13533.0,615307,7.9
Franklin,Illinois,3362,56.0,37636.0,993704,-11.7
Fulton,Illinois,2342,31.0,33440.0,883966,-12.5
Gallatin,Illinois,330,4.0,4947.0,203296,-8
Greene,Illinois,1115,41.0,11915.0,270315,5.3
Grundy,Illinois,3859,47.0,52514.0,3996036,1.6
Hamilton,Illinois,601,10.0,7977.0,343291,-15
Hancock,Illinois,1316,30.0,17552.0,495948,3.9
Hardin,Illinois,217,7.0,3634.0,72688,-2.9
Henderson,Illinois,397,13.0,6339.0,152289,10.1
Henry,Illinois,3692,62.0,49138.0,1335040,3.6
Iroquois,Illinois,2323,51.0,26984.0,999833,5.2
Jackson,Illinois,3650,60.0,52896.0,2300270,-5.9
Jasper,Illinois,894,14.0,9247.0,442331,0.3
Jefferson,Illinois,2926,82.0,37029.0,1781409,-6.9
Jersey,Illinois,1972,42.0,21444.0,466026,-0.6
Jo Daviess,Illinois,1388,24.0,22035.0,717289,-0.8
Johnson,Illinois,982,15.0,13307.0,210746,1.2
Kane,Illinois,41511,604.0,516155.0,25126179,-4.7
Kankakee,Illinois,10717,159.0,107236.0,5772125,-2
Kendall,Illinois,8771,73.0,132291.0,3386440,-0.3
Knox,Illinois,4059,126.0,49736.0,1584871,-0.1
LaSalle,Illinois,8363,230.0,109359.0,5058373,3.3
Lake,Illinois,48300,818.0,713217.0,56544892,-3.3
Lawrence,Illinois,1985,27.0,15234.0,519182,3.5
Lee,Illinois,2707,64.0,34021.0,1451305,0.9
Livingston,Illinois,3140,58.0,35752.0,1815669,-1.6
Logan,Illinois,2705,51.0,27879.0,928849,2.1
Macon,Illinois,7959,170.0,103647.0,5890375,-5.1
Macoupin,Illinois,3273,79.0,44810.0,1064871,-0.9
Madison,Illinois,21054,389.0,265498.0,13347988,-2.7
Marion,Illinois,3548,103.0,37613.0,1217049,-5.3
Marshall,Illinois,578,9.0,11691.0,345119,6
Mason,Illinois,1026,38.0,13026.0,440975,-15.2
Massac,Illinois,893,28.0,14125.0,558765,-3
McDonough,Illinois,1978,46.0,27079.0,1015307,-2.9
McHenry,Illinois,19128,217.0,309770.0,10654496,-4.5
McLean,Illinois,11621,115.0,170870.0,13541117,-5.3
Menard,Illinois,729,8.0,12265.0,212330,5.4
Mercer,Illinois,1069,24.0,15633.0,368381,5.4
Monroe,Illinois,3135,59.0,34898.0,852837,-4
Montgomery,Illinois,2166,24.0,28157.0,1003779,-9.6
Morgan,Illinois,3060,82.0,32798.0,1463026,-1.3
Moultrie,Illinois,1260,27.0,14486.0,817022,-0.1
Ogle,Illinois,4102,65.0,51678.0,2496743,4.9
Peoria,Illinois,13172,201.0,181225.0,11859571,-5.7
Perry,Illinois,2185,52.0,20880.0,589849,-1.7
Piatt,Illinois,1046,8.0,16654.0,481990,3.7
Pike,Illinois,1395,41.0,14633.0,507701,0.1
Pope,Illinois,196,1.0,3744.0,55449,0.8
Pulaski,Illinois,560,3.0,5161.0,179834,-16.6
Putnam,Illinois,319,0.0,5635.0,376052,-16.2
Randolph,Illinois,3324,47.0,30055.0,1376896,-8.9
Richland,Illinois,1309,37.0,15803.0,558037,-2.5
Rock Island,Illinois,11014,259.0,144267.0,9252035,-1.6
Saline,Illinois,1764,40.0,23634.0,798817,-3.7
Sangamon,Illinois,13219,197.0,196012.0,10409498,-6.5
Schuyler,Illinois,543,14.0,6875.0,232921,-0.4
Scott,Illinois,327,1.0,4927.0,138981,4.2
Shelby,Illinois,1793,34.0,20900.0,725743,8
St. Clair,Illinois,20854,353.0,256789.0,10804069,-3.5
Stark,Illinois,449,20.0,5391.0,181671,15.4
Stephenson,Illinois,3242,62.0,44457.0,1699902,-0.2
Tazewell,Illinois,10431,197.0,131018.0,5289296,-8.9
Union,Illinois,1697,31.0,17179.0,380277,-0.8
Vermilion,Illinois,6429,90.0,73883.0,2999161,-2.6
Wabash,Illinois,1048,13.0,11316.0,331114,8.7
Warren,Illinois,1496,36.0,16777.0,733817,0.6
Washington,Illinois,1225,24.0,13711.0,,
Wayne,Illinois,1336,41.0,16121.0,,
White,Illinois,1122,27.0,13808.0,,
Whiteside,Illinois,4956,160.0,55509.0,,
Will,Illinois,52293,780.0,695903.0,,
Williamson,Illinois,5316,106.0,67094.0,,
Winnebago,Illinois,24019,373.0,284858.0,,
Woodford,Illinois,2818,58.0,38395.0,,
Adams,Indiana,2616,34.0,35826.0,1710147,-1.4
Allen,Indiana,28059,508.0,385892.0,19748219,-4.2
Bartholomew,Indiana,5485,91.0,82157.0,6040912,-7.6
Benton,Indiana,745,9.0,8712.0,446228,8.8
Blackford,Indiana,902,23.0,12098.0,309054,-1.5
Boone,Indiana,4472,64.0,71169.0,3261336,7.2
Brown,Indiana,739,8.0,15470.0,260048,-5.5
Carroll,Indiana,1333,15.0,20307.0,645402,3.7
Cass,Indiana,4200,44.0,37771.0,1269636,0.1
Clark,Indiana,8403,119.0,121282.0,4864182,-0.5
Clay,Indiana,1876,30.0,26432.0,686740,1.3
Clinton,Indiana,3208,38.0,33151.0,1379734,-0.1
Crawford,Indiana,592,8.0,10540.0,162618,3.1
Daviess,Indiana,2281,70.0,33391.0,1237815,1.8
DeKalb,Indiana,2981,62.0,43274.0,2460484,-2.7
Dearborn,Indiana,3843,42.0,50726.0,1655602,3.6
Decatur,Indiana,2152,76.0,26477.0,1544584,0.4
Delaware,Indiana,7667,126.0,111669.0,,
Dubois,Indiana,4614,49.0,43604.0,,
Elkhart,Indiana,22743,325.0,206842.0,,
Fayette,Indiana,2325,43.0,23333.0,,
Floyd,Indiana,5114,104.0,80437.0,,
Fountain,Indiana,1521,23.0,16470.0,,
Franklin,Indiana,1229,29.0,22767.0,,
Fulton,Indiana,1387,26.0,20434.0,,
Gibson,Indiana,3016,56.0,33021.0,,
Grant,Indiana,5404,102.0,66446.0,,
Greene,Indiana,1937,59.0,30790.0,,
Hamilton,Indiana,23956,288.0,348868.0,,
Hancock,Indiana,5166,86.0,80156.0,,
Harrison,Indiana,2636,37.0,39652.0,,
Hendricks,Indiana,11514,228.0,175528.0,,
Henry,Indiana,4257,55.0,48885.0,,
Howard,Indiana,6662,123.0,83619.0,,
Huntington,Indiana,2445,45.0,36599.0,,
Jackson,Indiana,3760,44.0,46373.0,,
Jasper,Indiana,2475,33.0,32906.0,,
Jay,Indiana,1510,22.0,20456.0,,
Jefferson,Indiana,2162,36.0,33075.0,1546964,-8.5
Jennings,Indiana,1700,34.0,27564.0,,
Johnson,Indiana,12155,248.0,162180.0,,
Knox,Indiana,2914,38.0,36244.0,,
Kosciusko,Indiana,6833,72.0,80050.0,,
LaGrange,Indiana,2045,56.0,40515.0,,
LaPorte,Indiana,7561,139.0,112222.0,,
Lake,Indiana,39901,632.0,498597.0,,
Lawrence,Indiana,3299,65.0,45022.0,2888592,-1
Madison,Indiana,8994,189.0,130065.0,,
Marion,Indiana,70801,1206.0,976770.0,,
Marshall,Indiana,4469,77.0,46018.0,,
Martin,Indiana,592,12.0,9786.0,,
Miami,Indiana,2730,32.0,35924.0,,
Monroe,Indiana,8007,98.0,139517.0,6805911,-4.3
Montgomery,Indiana,2842,50.0,37932.0,72843397,-2.9
Morgan,Indiana,4271,82.0,71802.0,,
Newton,Indiana,831,20.0,13796.0,,
Noble,Indiana,4048,57.0,47379.0,,
Ohio,Indiana,396,7.0,5930.0,,
Orange,Indiana,1227,34.0,19839.0,,
Owen,Indiana,1325,32.0,21298.0,,
Parke,Indiana,1179,8.0,16154.0,,
Perry,Indiana,1205,23.0,19150.0,898805,-4.7
Pike,Indiana,934,27.0,12233.0,1325741,-6.8
Porter,Indiana,12819,156.0,173256.0,,
Posey,Indiana,1906,26.0,25161.0,,
Pulaski,Indiana,851,32.0,12488.0,,
Putnam,Indiana,2462,39.0,36666.0,,
Randolph,Indiana,1881,35.0,24375.0,,
Ripley,Indiana,2478,40.0,28980.0,,
Rush,Indiana,1254,14.0,16744.0,,
Scott,Indiana,1919,37.0,24336.0,,
Shelby,Indiana,4202,82.0,45026.0,,
Spencer,Indiana,1507,14.0,19820.0,,
St. Joseph,Indiana,24264,367.0,272549.0,,
Starke,Indiana,1558,43.0,23356.0,,
Steuben,Indiana,2643,24.0,34440.0,,
Sullivan,Indiana,1655,25.0,20803.0,416371,-0.4
Switzerland,Indiana,497,5.0,9724.0,,
Tippecanoe,Indiana,15018,88.0,186247.0,,
Tipton,Indiana,1077,32.0,15365.0,,
Union,Indiana,530,2.0,7090.0,1727604,-0.6
Vanderburgh,Indiana,15554,203.0,180158.0,,
Vermillion,Indiana,1227,30.0,15388.0,,
Vigo,Indiana,9304,154.0,106007.0,,
Wabash,Indiana,2613,43.0,30888.0,,
Warren,Indiana,537,8.0,8413.0,1695807,3.2
Warrick,Indiana,5266,89.0,63966.0,,
Washington,Indiana,1432,16.0,28220.0,,
Wayne,Indiana,5615,144.0,66455.0,,
Wells,Indiana,1945,48.0,28179.0,,
White,Indiana,2321,29.0,24636.0,,
Whitley,Indiana,2474,20.0,34316.0,,
Adair,Iowa,606,17.0,7477.0,342041,17.8
Adams,Iowa,266,2.0,3697.0,232782,-6.9
Allamakee,Iowa,1179,25.0,14067.0,609315,0
Appanoose,Iowa,972,36.0,12282.0,367427,-2.5
Audubon,Iowa,381,7.0,5671.0,334638,-5.7
Benton,Iowa,1982,37.0,25536.0,816030,7.4
Black Hawk,Iowa,12788,218.0,130980.0,6983426,-3.5
Boone,Iowa,1907,15.0,26691.0,955484,3.2
Bremer,Iowa,2264,44.0,24974.0,1015927,-4.2
Buchanan,Iowa,1441,16.0,20586.0,778043,-1.8
Buena Vista,Iowa,3715,26.0,20776.0,1177286,-0.1
Butler,Iowa,1277,22.0,14311.0,390680,3.7
Calhoun,Iowa,1173,9.0,9886.0,433305,-4.7
Carroll,Iowa,2386,30.0,20702.0,1297781,-5.3
Cass,Iowa,1044,38.0,13104.0,609903,-3.8
Cedar,Iowa,1396,18.0,18495.0,586481,-1.8
Cerro Gordo,Iowa,4329,62.0,42965.0,2216619,-2.2
Cherokee,Iowa,1233,22.0,11632.0,616660,5.4
Chickasaw,Iowa,1038,11.0,11970.0,623538,-1.3
Clarke,Iowa,687,6.0,9726.0,375800,-6.7
Clay,Iowa,1546,12.0,16333.0,1033121,-2.9
Clayton,Iowa,1388,46.0,16996.0,876540,-7.2
Clinton,Iowa,4137,55.0,46418.0,1985487,-2.5
Crawford,Iowa,2127,22.0,16453.0,743393,-1.3
Dallas,Iowa,7943,66.0,100486.0,4735221,-0.2
Davis,Iowa,638,20.0,9109.0,238854,-1.1
Decatur,Iowa,429,3.0,7610.0,191710,-7.6
Delaware,Iowa,1634,29.0,17458.0,,
Des Moines,Iowa,3531,34.0,38831.0,,
Dickinson,Iowa,1707,19.0,17747.0,,
Dubuque,Iowa,10615,136.0,99229.0,,
Emmet,Iowa,1011,24.0,9332.0,,
Fayette,Iowa,1405,19.0,19399.0,,
Floyd,Iowa,1281,34.0,15552.0,,
Franklin,Iowa,905,17.0,9983.0,,
Fremont,Iowa,467,5.0,6560.0,,
Greene,Iowa,648,7.0,8746.0,,
Grundy,Iowa,1090,17.0,12312.0,,
Guthrie,Iowa,951,23.0,10612.0,,
Hamilton,Iowa,1485,24.0,15020.0,,
Hancock,Iowa,1178,24.0,10757.0,,
Hardin,Iowa,1456,26.0,16821.0,,
Harrison,Iowa,1443,53.0,14546.0,,
Henry,Iowa,2483,27.0,20412.0,,
Howard,Iowa,711,17.0,9487.0,,
Humboldt,Iowa,983,18.0,9595.0,,
Ida,Iowa,695,28.0,7007.0,,
Iowa,Iowa,1137,21.0,16679.0,,
Jackson,Iowa,1779,29.0,19437.0,810108,-6.9
Jasper,Iowa,2867,53.0,37802.0,1112617,-2.5
Jefferson,Iowa,1029,20.0,15659.0,3263417,-4.7
Johnson,Iowa,11147,47.0,152984.0,8467681,-3
Jones,Iowa,2586,48.0,20647.0,577901,3.5
Keokuk,Iowa,791,25.0,9995.0,357311,-4.6
Kossuth,Iowa,1555,32.0,14786.0,918126,-6.7
Lee,Iowa,2859,24.0,33512.0,1595064,-2.2
Linn,Iowa,16607,245.0,230263.0,15261669,-2.5
Louisa,Iowa,1069,24.0,10806.0,719866,-6.3
Lucas,Iowa,575,7.0,8615.0,295145,-1
Lyon,Iowa,1259,25.0,11917.0,1011527,-14
Madison,Iowa,972,8.0,16626.0,384322,-1.6
Mahaska,Iowa,1742,34.0,22148.0,857388,-6.5
Marion,Iowa,2713,47.0,33377.0,1899346,-3.9
Marshall,Iowa,4018,57.0,40059.0,1705362,1.1
Mills,Iowa,1281,15.0,14405.0,557952,-11.2
Mitchell,Iowa,1043,30.0,10582.0,661526,-6
Monona,Iowa,545,16.0,8742.0,320313,-0.3
Monroe,Iowa,670,17.0,7582.0,2140411,-4.1
Montgomery,Iowa,763,15.0,10335.0,386289,-5.9
Muscatine,Iowa,3574,75.0,43113.0,2388163,-3.2
O'Brien,Iowa,1589,53.0,14154.0,924587,-4.1
Osceola,Iowa,612,8.0,6189.0,385969,-7
Page,Iowa,1358,13.0,15180.0,577598,-3.4
Palo Alto,Iowa,809,8.0,8961.0,567112,-8.1
Plymouth,Iowa,3353,51.0,25681.0,1428315,-6.2
Pocahontas,Iowa,724,12.0,7075.0,609856,-15.7
Polk,Iowa,41499,410.0,492769.0,1464080,-2.2
Pottawattamie,Iowa,8270,95.0,93560.0,3932364,-7.7
Poweshiek,Iowa,1204,24.0,18643.0,1044786,5.9
Ringgold,Iowa,365,7.0,4639.0,204306,-5.1
Sac,Iowa,1039,14.0,9791.0,568502,0.1
Scott,Iowa,14110,152.0,174488.0,8709079,-3.7
Shelby,Iowa,951,24.0,11699.0,697693,-6.6
Sioux,Iowa,4345,44.0,35869.0,2496775,-2.8
Story,Iowa,8008,31.0,98615.0,4987743,-2.5
Tama,Iowa,1756,55.0,17072.0,609441,11
Taylor,Iowa,544,9.0,5861.0,840199,-2
Union,Iowa,1027,19.0,12097.0,575428,-0.1
Unknown,Iowa,694,0.0,,,
Van Buren,Iowa,455,11.0,7204.0,208429,-6.5
Wapello,Iowa,3133,90.0,35341.0,1478010,-4.9
Warren,Iowa,3810,34.0,52548.0,1128907,-2.4
Washington,Iowa,1882,28.0,22511.0,,
Wayne,Iowa,381,21.0,6509.0,,
Webster,Iowa,4447,64.0,36954.0,,
Winnebago,Iowa,1100,28.0,10650.0,,
Winneshiek,Iowa,1381,18.0,20031.0,,
Woodbury,Iowa,12284,167.0,105829.0,,
Worth,Iowa,521,3.0,7425.0,,
Wright,Iowa,1529,18.0,12914.0,,
Allen,Kansas,653,1.0,12537.0,537849,-0.2
Anderson,Kansas,564,0.0,7850.0,266839,4.9
Atchison,Kansas,1251,10.0,16305.0,689470,-5.2
Barber,Kansas,283,2.0,4198.0,205882,0.4
Barton,Kansas,2201,21.0,25419.0,1192574,-3.3
Bourbon,Kansas,927,3.0,14333.0,557183,-1
Brown,Kansas,1023,18.0,9473.0,513114,-8
Butler,Kansas,5314,23.0,67401.0,2387802,1
Chase,Kansas,238,3.0,2564.0,129757,-3.4
Chautauqua,Kansas,180,3.0,3386.0,72755,5.1
Cherokee,Kansas,1709,16.0,19275.0,695416,3.2
Cheyenne,Kansas,275,10.0,2620.0,125305,10.2
Clark,Kansas,191,4.0,1973.0,213455,-2.8
Clay,Kansas,611,17.0,8112.0,282184,-4.9
Cloud,Kansas,853,2.0,8988.0,357553,-2.7
Coffey,Kansas,508,10.0,8370.0,773136,4.1
Comanche,Kansas,150,7.0,1681.0,68988,-12.2
Cowley,Kansas,2544,9.0,34498.0,1246988,-1.9
Crawford,Kansas,3379,32.0,38930.0,1487985,0.5
Decatur,Kansas,231,1.0,2749.0,143700,7.4
Dickinson,Kansas,1239,16.0,18353.0,602462,-1.7
Doniphan,Kansas,722,5.0,7469.0,268532,-10.9
Douglas,Kansas,6482,34.0,118814.0,4581216,-4.8
Edwards,Kansas,240,0.0,2898.0,204201,-7.4
Elk,Kansas,106,0.0,2475.0,74578,-5.8
Ellis,Kansas,3210,40.0,28931.0,1478814,-0.8
Ellsworth,Kansas,1048,4.0,6354.0,270728,-1.9
Finney,Kansas,5482,35.0,38297.0,2110368,-2.3
Ford,Kansas,5138,10.0,34206.0,2106351,3.2
Franklin,Kansas,1757,18.0,26028.0,828536,-1.2
Geary,Kansas,1759,17.0,36747.0,2633825,1.4
Gove,Kansas,332,20.0,2694.0,152348,1.8
Graham,Kansas,204,2.0,2405.0,130081,-1
Grant,Kansas,912,14.0,7327.0,485625,-4.9
Gray,Kansas,523,7.0,5633.0,701121,-13.1
Greeley,Kansas,93,0.0,1277.0,159555,0.3
Greenwood,Kansas,452,2.0,5972.0,153354,-1.8
Hamilton,Kansas,186,0.0,2494.0,307977,-2.6
Harper,Kansas,427,15.0,5461.0,330280,2
Harvey,Kansas,2623,27.0,33942.0,1194007,-3.3
Haskell,Kansas,361,1.0,3756.0,357932,-5.8
Hodgeman,Kansas,161,4.0,1718.0,161290,-3.6
Jackson,Kansas,1018,10.0,13230.0,353105,-0.8
Jefferson,Kansas,1173,10.0,18300.0,398250,-2.1
Jewell,Kansas,193,3.0,2926.0,139435,-3.3
Johnson,Kansas,38865,452.0,610536.0,46428493,-1
Kearny,Kansas,503,9.0,3971.0,260732,1.9
Kingman,Kansas,557,7.0,7446.0,277391,25.8
Kiowa,Kansas,178,0.0,2452.0,112542,9.6
Labette,Kansas,1922,10.0,20119.0,779473,-4.5
Lane,Kansas,127,5.0,1568.0,142236,-8.7
Leavenworth,Kansas,5044,38.0,81870.0,2604170,-1.6
Lincoln,Kansas,208,2.0,2947.0,98786,27.3
Linn,Kansas,518,4.0,9582.0,441336,5.3
Logan,Kansas,273,0.0,2743.0,150559,11.9
Lyon,Kansas,3366,59.0,32100.0,1310621,0.4
Marion,Kansas,678,5.0,11754.0,391573,-3.3
Marshall,Kansas,855,21.0,10014.0,467741,-2.1
McPherson,Kansas,2348,26.0,30160.0,2042434,-3.3
Meade,Kansas,394,4.0,4045.0,289356,-9.5
Miami,Kansas,1818,7.0,34183.0,878673,-0.9
Mitchell,Kansas,386,0.0,5764.0,417815,1.2
Montgomery,Kansas,2244,6.0,31360.0,1723501,3
Morris,Kansas,404,4.0,5360.0,188196,1
Morton,Kansas,201,8.0,2695.0,139749,7.7
Nemaha,Kansas,1345,49.0,10218.0,391116,8.9
Neosho,Kansas,1192,12.0,15909.0,568001,-7.2
Ness,Kansas,323,15.0,2678.0,186109,3.3
Norton,Kansas,1179,25.0,5435.0,226168,4.6
Osage,Kansas,816,6.0,15724.0,291580,-0.5
Osborne,Kansas,181,0.0,3494.0,165896,-1.5
Ottawa,Kansas,417,0.0,5733.0,101593,9.1
Pawnee,Kansas,982,1.0,6244.0,296129,-4.4
Phillips,Kansas,578,12.0,4953.0,384490,3.3
Pottawatomie,Kansas,1109,3.0,25392.0,1117860,-2.2
Pratt,Kansas,681,19.0,9151.0,584382,-4.6
Rawlins,Kansas,311,7.0,2555.0,117585,21.6
Reno,Kansas,6938,103.0,61808.0,2322364,-1.6
Republic,Kansas,560,11.0,4680.0,218773,-7.5
Rice,Kansas,783,1.0,9374.0,624383,-6.5
Riley,Kansas,4917,20.0,71996.0,2438944,-2.8
Rooks,Kansas,461,9.0,4894.0,181885,4.9
Rush,Kansas,343,0.0,2944.0,155966,-0.3
Russell,Kansas,721,17.0,6672.0,256462,2.4
Saline,Kansas,4436,58.0,54232.0,2602044,-4.7
Scott,Kansas,549,16.0,5137.0,349188,-7.5
Sedgwick,Kansas,39423,282.0,524246.0,29529249,-6.6
Seward,Kansas,3552,28.0,21832.0,1157326,2.8
Shawnee,Kansas,11622,219.0,178608.0,9391170,0.1
